DrugBank ID	Name	SMILES	InChI	Generic Names	Wikidata URL
01119	diazoxide	CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl	InChI=1S/C8H7ClN2O2S/c1-5-10-7-3-2-6(9)4-8(7)14(12,13)11-5/h2-4H,1H3,(H,10,11)	Diazoxide ; Diazossido ; Diazoxido ; Diazoxidum ; Eudemine ; Proglycem® ; SCH-6783 ; SRG-95213	http://www.wikidata.org/entity/Q420009
09153	sodium chloride	[Na+].[Cl-]	InChI=1S/ClH.Na/h1H;/q;+1/p-1	salt ; NaCl ; broncho saline ; common salt ; sodium chloride salt ; table salt	http://www.wikidata.org/entity/Q2314
00798	gentamicin	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC	InChI=1S/C21H43N5O7/c1-9(25-3)13-6-5-10(22)19(31-13)32-16-11(23)7-12(24)17(14(16)27)33-20-15(28)18(26-4)21(2,29)8-30-20/h9-20,25-29H,5-8,22-24H2,1-4H3	gentamicin sulfate ; gentamicins ; gentamycin	http://www.wikidata.org/entity/Q422482
00230	pregabalin	CC(C)CC(CC(=O)O)CN	InChI=1S/C8H17NO2/c1-6(2)3-7(5-9)4-8(10)11/h6-7H,3-5,9H2,1-2H3,(H,10,11)/t7-/m0/s1	3-Isobutyl gaba ; 3-Isobutyl GABA ; CI 1008 ; Lyrica® ; Nervalin® ; PD 144723 ; S-(+)-3-isobutylgaba ; Pregabalin ; (S)-3-(aminomethyl)-5-methylhexanoic acid ; (S)-3-Isobutyl gaba ; (S)-3-Isobutyl GABA ; (S)-pregabalin	http://www.wikidata.org/entity/Q412174
11758	cenicriviroc	CCCCOCCOC1=CC=C(C=C1)C2=CC3=C(C=C2)N(CCCC(=C3)C(=O)NC4=CC=C(C=C4)S(=O)CC5=CN=CN5CCC)CC(C)C	InChI=1S/C41H52N4O4S/c1-5-7-22-48-23-24-49-38-15-10-32(11-16-38)33-12-19-40-35(25-33)26-34(9-8-21-44(40)28-31(3)4)41(46)43-36-13-17-39(18-14-36)50(47)29-37-27-42-30-45(37)20-6-2/h10-19,25-27,30-31H,5-9,20-24,28-29H2,1-4H3,(H,43,46)/b34-26+/t50-/m0/s1	Cenicriviroc ; TAK 652 ; TAK-652 ; TAK652	http://www.wikidata.org/entity/Q5058846
00259	sulfanilamide	C1=CC(=CC=C1N)S(=O)(=O)N	InChI=1S/C6H8N2O2S/c7-5-1-3-6(4-2-5)11(8,9)10/h1-4H,7H2,(H2,8,9,10)	4-Aminobenzene sulfonic acid amide ; 4-Azanylbenzenesulfonamide ; P-Aminobenzenesulfamide ; P-Aminobenzenesulfonamide ; Para-aminobenzenesulfonamide ; Prontosil album ; Streptocide ; Sulfamine ; Sulfanilamide ; SA ; AVC ; Sulphanilamide	http://www.wikidata.org/entity/Q423423
06786	halcinonide	CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C	InChI=1S/C24H32ClFO5/c1-20(2)30-19-10-16-15-6-5-13-9-14(27)7-8-21(13,3)23(15,26)17(28)11-22(16,4)24(19,31-20)18(29)12-25/h9,15-17,19,28H,5-8,10-12H2,1-4H3/t15-,16-,17-,19+,21-,22-,23-,24+/m0/s1	(4aS,4bR,5S,6aS,6bS,9aR,10aS,10bS)-6b-(chloroacetyl)-4b-fluoro-5-hydroxy-4a,6a,8,8-tetramethyl-3,4,4a,4b,5,6,6a,6b,9a,10,10a,10b,11,12-tetradecahydro-2H-naphtho[2',1':4,5]indeno[1,2-d][1,3]dioxol-2-one ; Halcinonid ; Halcinonida ; Halcinonide ; Halcinonidum	http://www.wikidata.org/entity/Q425991
15691	casirivimab/imdevimab				http://www.wikidata.org/entity/Q99328880
00456	cephalothin	CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O	InChI=1S/C16H16N2O6S2/c1-8(19)24-6-9-7-26-15-12(14(21)18(15)13(9)16(22)23)17-11(20)5-10-3-2-4-25-10/h2-4,12,15H,5-7H2,1H3,(H,17,20)(H,22,23)/t12-,15-/m1/s1	3-Acetoxymethyl-7-(2-thienylacetamido)-3-cephem-4-carboxylic acid ; 7-(2-Thienylacetamido)cephalosporanic acid ; 7-(2'-thienylacetamido)cephalosporanic acid ; 7-(2'-Thienylacetamido)cephalosporanic acid ; 7-(Thiophene-2-acetamido)cephalosporin ; Cefalothin ; Cefalotin ; cefalotin sodium ; Cefalotina ; Cefalotine ; Cefalotinum ; Cephalothin ; Cephalotin ; CET ; Keflin®	http://www.wikidata.org/entity/Q2736126
08826	deferiprone	CC1=C(C(=O)C=CN1C)O	InChI=1S/C7H9NO2/c1-5-7(10)6(9)3-4-8(5)2/h3-4,10H,1-2H3	1,2-Dimethyl-3-hydroxypyrid-4-one ; 3-Hydroxy-1,2-dimethyl-4(1H)-pyridone ; APO-066 ; APO-66 ; CP20 ; Deferipron ; Deferiprona ; Deferiprone ; Défériprone ; Deferiproni ; Deferipronum ; Deferypron ; Dimethylhydroxypyridone ; Ferriprox® ; PL-1	http://www.wikidata.org/entity/Q749664
08860	pitavastatin	C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F	InChI=1S/C25H24FNO4/c26-17-9-7-15(8-10-17)24-20-3-1-2-4-22(20)27-25(16-5-6-16)21(24)12-11-18(28)13-19(29)14-23(30)31/h1-4,7-12,16,18-19,28-29H,5-6,13-14H2,(H,30,31)/b12-11+/t18-,19-/m1/s1	itavastatin ; NK 104 ; NK-104 ; NKS104	http://www.wikidata.org/entity/Q412677
00507	nitazoxanide	CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]	InChI=1S/C12H9N3O5S/c1-7(16)20-9-5-3-2-4-8(9)11(17)14-12-13-6-10(21-12)15(18)19/h2-6H,1H3,(H,13,14,17)	Nitazoxanide ; Adrovet ; Alinia ; Farnitox ; Nitaxozanid ; Nitaxozanide ; Nitazoxanida ; Nitazoxanidum ; Nodik ; Omniparax ; PH-5776	http://www.wikidata.org/entity/Q2943789
00871	terbutaline	CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O	InChI=1S/C12H19NO3/c1-12(2,3)13-7-11(16)8-4-9(14)6-10(15)5-8/h4-6,11,13-16H,7H2,1-3H3	KWD-2019	http://www.wikidata.org/entity/Q424340
12020	tecovirimat	C1C2C1C3C=CC2C4C3C(=O)N(C4=O)NC(=O)C5=CC=C(C=C5)C(F)(F)F	InChI=1S/C19H15F3N2O3/c20-19(21,22)9-3-1-8(2-4-9)16(25)23-24-17(26)14-10-5-6-11(13-7-12(10)13)15(14)18(24)27/h1-6,10-15H,7H2,(H,23,25)/t10-,11+,12+,13-,14-,15+	rel-N-[(3aR,4R,4aR,5aS,6S,6aS)-3,3a,4,4a,5,5a,6,6a-Octahydro-1,3-dioxo-4,6-ethenocycloprop[f]isoindol-2(1H)-yl]-4-(trifluoromethyl)benzamide ; ST-246 ; Tecovirimat ; Tpoxx	http://www.wikidata.org/entity/Q7692792
SALT001409	sodium thiopental	CCCC(C)C1(C(=O)NC(=NC1=O)[S-])CC.[Na+]	InChI=1S/C11H18N2O2S.Na/c1-4-6-7(3)11(5-2)8(14)12-10(16)13-9(11)15;/h7H,4-6H2,1-3H3,(H2,12,13,14,15,16);/q;+1/p-1	5-ethyl-5-(1-methyl-butyl)-2-thioxo-dihydro-pyrimidine-4,6-dione ; monosodium 5-ethyl-5-(1-methylbutyl) thiobarbiturate ; penthiobarbital sodium ; sodium (+-)-5-ethyl-5-(1-methylbutyl)-2-thiobarbiturate ; sodium 5-ethyl-5-(1-methylbutyl)-2-thiobarbiturate ; sodium pentothal ; sodium pentothiobarbital ; sodium thiopentobarbital ; sodium thiopentone ; thiopental sodium ; thiopentone sodium	http://www.wikidata.org/entity/Q410179
00088	alglucerase				http://www.wikidata.org/entity/Q4724257
00372	thiethylperazine	CCSC1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)C	InChI=1S/C22H29N3S2/c1-3-26-18-9-10-22-20(17-18)25(19-7-4-5-8-21(19)27-22)12-6-11-24-15-13-23(2)14-16-24/h4-5,7-10,17H,3,6,11-16H2,1-2H3	2-(ethylthio)-10-[3-(4-methylpiperazin-1-yl)propyl]-10H-phenothiazine ; 3-Ethylmercapto-10-(1'-methylpiperazinyl-4'-propyl)phenothiazine ; Ethylthioperazine ; GS-95 ; TOR895 ; Torecan®	http://www.wikidata.org/entity/Q372725
13237	clofoctol				http://www.wikidata.org/entity/Q3680895
15825	dihydroxyaluminum sodium carbonate				http://www.wikidata.org/entity/Q27269528
01151	desipramine	CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31	InChI=1S/C18H22N2/c1-19-13-6-14-20-17-9-4-2-7-15(17)11-12-16-8-3-5-10-18(16)20/h2-5,7-10,19H,6,11-14H2,1H3	3-(10,11-DIHYDRO-5H-dibenzo[b,F]azepin-5-yl)-N-methylpropan-1-amine ; 5-(gamma-methylaminopropyl)iminodibenzyl ; 5-(gamma-Methylaminopropyl)iminodibenzyl ; 5-(γ-methylaminopropyl)iminodibenzyl ; demethylimipramine ; Déméthylimipramine ; Desipramin ; Desipramina ; Desipramine ; Desipraminum ; desmethylimipramine ; Desmethylimipramine ; DMI ; EX-4355 ; JB-8181 ; monodemethylimipramine ; Monodemethylimipramine ; N-(3-methylaminopropyl)iminobibenzyl ; norimipramine ; Norimipramine ; Norpramin® ; Pertrofane® ; Treyzafagit®	http://www.wikidata.org/entity/Q423288
00936	salicylic acid	C1=CC=C(C(=C1)C(=O)O)O	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	2-carboxyphenol ; 2-hydroxybenzenecarboxylic acid ; 2-hydroxybenzoic acid ; o-carboxyphenol ; o-hydroxybenzoic acid ; phenol-2-carboxylic acid	http://www.wikidata.org/entity/Q193572
00388	phenylephrine	CNCC(C1=CC(=CC=C1)O)O	InChI=1S/C9H13NO2/c1-10-6-9(12)7-3-2-4-8(11)5-7/h2-5,9-12H,6H2,1H3/t9-/m0/s1	(-)-m-hydroxy-alpha-(methylaminomethyl)benzyl alcohol ; (-)-m-hydroxy-alpha-[(methylamino)methyl]-benzyl alcohol ; (-)-m-hydroxy-α-(methylaminomethyl)benzyl alcohol ; (R)-3-[-1-hydroxy-2-(methylamino)ethyl]phenol ; (R)-3-hydroxy-alpha-[(methylamino)methyl]-benzenemethanol ; l-(3-hydroxyphenyl)-N-methylethanolamine ; m-oxedrine ; metasynephrine ; PEF100 ; R(-)-phenylephrine	http://www.wikidata.org/entity/Q421910
00634	sulfacetamide	CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N	InChI=1S/C8H10N2O3S/c1-6(11)10-14(12,13)8-4-2-7(9)3-5-8/h2-5H,9H2,1H3,(H,10,11)	N-Sulfanilylacetamide ; N-Sulphanilylacetamide ; N'-acetylsulfanilamide ; N(1)-Acetyl-4-aminophenylsulfonamide ; N(1)-Acetylsulfanilamide ; P-Aminobenzenesulfonacetamide ; P-Aminobenzenesulfonoacetamide ; Sulfacetamid ; Sulfacetamida ; Sulfacetamide ; Sulfacétamide ; Sulfacetamidum ; Sulfanilazetamid ; Sulphacetamide ; Sulphacetamidum ; VTS100 ; Acetosulfamine ; Klaron ; N-((P-Aminophenyl)sulfonyl)acetamide ; N-(P-Aminobenzenesulfonyl)acetamide ; N-[(P-Aminophenyl)sulfonyl]acetamide ; N-Acetyl-4-aminobenzenesulfonamide ; N-Acetylsulfanilamide	http://www.wikidata.org/entity/Q2022983
06702	fesoterodine	CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2	InChI=1S/C26H37NO3/c1-18(2)26(29)30-25-13-12-21(17-28)16-24(25)23(22-10-8-7-9-11-22)14-15-27(19(3)4)20(5)6/h7-13,16,18-20,23,28H,14-15,17H2,1-6H3/t23-/m1/s1	SPM-8272 ; SPM-907 ; Toviaz®	http://www.wikidata.org/entity/Q4482372
04575	quinestrol	CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC5CCCC5	InChI=1S/C25H32O2/c1-3-25(26)15-13-23-22-10-8-17-16-19(27-18-6-4-5-7-18)9-11-20(17)21(22)12-14-24(23,25)2/h1,9,11,16,18,21-23,26H,4-8,10,12-15H2,2H3/t21-,22-,23+,24+,25+/m1/s1	17-alpha-Ethinylestradiol 3-cyclopentyl ether ; 17alpha-Ethynylestradiol 3-cyclopentyl ether ; Estradiol-17-beta 3-cyclopentyl ether ; Estrovis® ; W-3566	http://www.wikidata.org/entity/Q3927871
00198	oseltamivir	CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC	InChI=1S/C16H28N2O4/c1-5-12(6-2)22-14-9-11(16(20)21-7-3)8-13(17)15(14)18-10(4)19/h9,12-15H,5-8,17H2,1-4H3,(H,18,19)/t13-,14+,15+/m0/s1	Oseltamivir ; Tamiflu ; (-)-oseltamivir ; (−)-oseltamivir ; (3R,4R,5S)-4-acetamido-5-amino-3-(pentan-3-yloxy)cyclohex-1-enecarboxylic acid ; 1-Cyclohexene-1-carboxylic acid, 4-(acetylamido)-5-amino-3-(1-ethylpropoxy)-, ethyl ester, (3R-(3alpha,4beta,5alpha))- ; 4-Acetylamido-5-amino-3-(1-ethyl-propoxy)-cyclohex-1-enecarboxylic acid ; Ethyl (3R,4R,5S)-4-acetamido-5-amino-3-(1-ethylpropoxy)-1-cyclohexene-1-carboxylate ; Fluvir ; GS-4104 ; HSDB 7433 ; LDD852 ; oséltamivir ; OSELTAMIVIR ACID ; Oseltamivirum	http://www.wikidata.org/entity/Q211509
00402	eszopiclone	CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl	InChI=1S/C17H17ClN6O3/c1-22-6-8-23(9-7-22)17(26)27-16-14-13(19-4-5-20-14)15(25)24(16)12-3-2-11(18)10-21-12/h2-5,10,16H,6-9H2,1H3/t16-/m0/s1	Eszopiclone ; (+)-(5S)-6-(5-Chloropyridin-2-yl)-7-oxo-6,7-dihydro-5H-pyrrolo(3,4-b)pyrazin-5-yl 4-methylpiperazine-1-carboxylate ; (+)-(5S)-6-(5-chloropyridin-2-yl)-7-oxo-6,7-dihydro-5H-pyrrolo[3,4-b]pyrazin-5-yl-4-methylpiperazine-1-carboxylate ; (+)-Zopiclone ; (S)-6-(5-Chloro-2-pyridinyl)- 7-oxo- 6,7-dihydro- 5H-pyrrolo[3,4-b]pyrazin-5-yl- 4-methyl- 1-piperazinecarboxylate ; (S)-zopiclone ; (S)-Zopiclone ; 1-Piperazinecarobxylic acid,4-methyl-,(5S)-6-(5-chloro-2-pyridinyl)-6,7-dihydro-7-oxo-5H-pyrrolo[3,4-b]pyrazin-5-yl ester ; Esopiclone ; Estorra ; Lunesta®	http://www.wikidata.org/entity/Q413184
01246	trimeprazine	CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C	InChI=1S/C18H22N2S/c1-14(12-19(2)3)13-20-15-8-4-6-10-17(15)21-18-11-7-5-9-16(18)20/h4-11,14H,12-13H2,1-3H3	alimemazine ; methylpromazine ; Panectyl	http://www.wikidata.org/entity/Q2623251
00856	chlorphenesin	C1=CC(=CC=C1OCC(CO)O)Cl	InChI=1S/C9H11ClO3/c10-7-1-3-9(4-2-7)13-6-8(12)5-11/h1-4,8,11-12H,5-6H2	3-(4-Chlorophenoxy)-1,2-propanediol ; 3-(P-Chlorophenoxy)-1,2-propanediol ; 3-(P-Chlorophenoxy)propane-1,2-diol ; Chlorphenesin ; Chlorphenesine ; Chlorphénésine ; Chlorphenesinum ; Clorfenesina ; Glycerol alpha-P-chlorophenyl ether ; P-Chlorophenyl-alpha-glyceryl ether	http://www.wikidata.org/entity/Q5103226
01097	leflunomide	CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F	InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)	5-methyl-N-(4-(trifluoromethyl)phenyl)-4-isoxazolecarboxamide ; 5-methylisoxazole-4-carboxylic acid (4-trifluoromethyl)anilide ; alpha,alpha,alpha-trifluoro-5-methyl-4-isoxazolecarboxy-p-toluidide ; alpha,alpha,alpha-trifluoro-5-methyl-4-isoxazolecarboxy-P-toluidide ; HWA 486 ; HWA-486 ; lefunamide ; SU-101	http://www.wikidata.org/entity/Q248550
11633	isavuconazole	CC(C1=NC(=CS1)C2=CC=C(C=C2)C#N)C(CN3C=NC=N3)(C4=C(C=CC(=C4)F)F)O	InChI=1S/C22H17F2N5OS/c1-14(21-28-20(10-31-21)16-4-2-15(9-25)3-5-16)22(30,11-29-13-26-12-27-29)18-8-17(23)6-7-19(18)24/h2-8,10,12-14,30H,11H2,1H3/t14-,22+/m0/s1	BAL 4815 ; isavuconazol ; Isavuconazole ; isavuconazolum	http://www.wikidata.org/entity/Q6079042
01590	everolimus	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC	InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1	40-O-(2-hydroxyethyl)-rapamycin ; 42-O-(2-hydroxyethyl)rapamycin ; SDZ-RAD ; RAD001	http://www.wikidata.org/entity/Q421052
00238	nevirapine	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4	InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)	11-Cyclopropyl-5,11-dihydro-4-methyl-6H-dipyrido(3,2-b ; 11-Cyclopropyl-5,11-dihydro-4-methyl-6H-dipyrido(3,2-b:2',3'-e)(1,4)diazepin-6-one ; 2',3'-e)(1,4)diazepin-6-one ; BIRG-0587 ; NEV ; Nevirapine ; NVP ; Viramune Xr	http://www.wikidata.org/entity/Q263713
06777	chenodiol	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17-,18+,19+,20-,22+,23+,24-/m1/s1	(+)-chenodeoxycholate ; (+)-chenodeoxycholic acid ; (3a,5b,7a)-3,7-dihydroxy-cholan-24-oate ; (3a,5b,7a)-3,7-dihydroxy-cholan-24-oic acid ; (4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid ; (4R)-4-[(3R,5S,7R,8R,9S,10S,13R,14S,17R)-10,13-dimethyl-3,7-bis(oxidanyl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid ; (4R)-4-[(3R,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid ; (4R)-4-[(3R,5S,7R,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]valeric acid ; 3a,7a-Dihydroxy-5b-cholan-24-oate ; 3a,7a-Dihydroxy-5b-cholan-24-oic acid ; 3a,7a-Dihydroxy-5b-cholanate ; 3a,7a-Dihydroxy-5b-cholanic acid ; 3a,7a-Dihydroxy-5b,14a,17b-cholanate ; 3a,7a-Dihydroxy-5b,14a,17b-cholanic acid ; 3alpha,7alpha-Dihydroxy-5beta-cholanic acid ; 7a-Hydroxy-desoxycholsaeure ; 7alpha-hydroxylithocholic acid ; 7alpha-Hydroxylithocholic acid ; anthropodeoxycholic acid ; Anthropodeoxycholic acid ; anthropodesoxycholic acid ; Anthropodesoxycholic acid ; CDCA ; chenic acid ; Chenic acid ; Chenix ; Chenix® ; Chenocholic acid ; chenodeoxycholate ; Chenodeoxycholate ; Chenodeoxycholic acid ; Chenodesoxycholic acid ; Chenodesoxycholsaeure ; Chenodiol ; Chenodiol® ; gallodesoxycholic acid ; Gallodesoxycholic acid	http://www.wikidata.org/entity/Q419028
01208	sparfloxacin	CC1CN(CC(N1)C)C2=C(C3=C(C(=C2F)N)C(=O)C(=CN3C4CC4)C(=O)O)F	InChI=1S/C19H22F2N4O3/c1-8-5-24(6-9(2)23-8)17-13(20)15(22)12-16(14(17)21)25(10-3-4-10)7-11(18(12)26)19(27)28/h7-10,23H,3-6,22H2,1-2H3,(H,27,28)/t8-,9+	AT-4140 ; CI-978 ; cis-5-Amino-1-cyclopropyl-7-(3,5-dimethyl-1-piperazinyl)-6,8-difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylic acid ; Zagam ; Sparfloxacin ; Spara	http://www.wikidata.org/entity/Q976559
00025	antihemophilic factor				http://www.wikidata.org/entity/Q20801759
11942	selinexor	C1=CN=C(C=N1)NNC(=O)C=CN2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F	InChI=1S/C17H11F6N7O/c18-16(19,20)11-5-10(6-12(7-11)17(21,22)23)15-26-9-30(29-15)4-1-14(31)28-27-13-8-24-2-3-25-13/h1-9H,(H,25,27)(H,28,31)/b4-1-	KPT-330	http://www.wikidata.org/entity/Q27256082
06590	ceftaroline fosamil	CCON=C(C1=NSC(=N1)NP(=O)(O)O)C(=O)NC2C3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)[O-]	InChI=1S/C22H21N8O8PS4/c1-3-38-26-13(16-25-21(43-28-16)27-39(35,36)37)17(31)24-14-18(32)30-15(20(33)34)12(9-40-19(14)30)42-22-23-11(8-41-22)10-4-6-29(2)7-5-10/h4-8,14,19H,3,9H2,1-2H3,(H4-,24,25,27,28,31,33,34,35,36,37)/b26-13-/t14-,19-/m1/s1	(6R,7R)-7-[(2Z)-2-ethoxyimino-2-[5-(phosphonoamino)-1,2,4-thiadiazol-3-yl]acetyl]amino]-3-[4-(1-methylpyridin-1-ium-4-yl)-1,3-thiazol-2-yl]sulfanyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate ; PPI 0903 ; PPI-0903 ; TAK-599	http://www.wikidata.org/entity/Q409712
04930	permethrin	CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C	InChI=1S/C21H20Cl2O3/c1-21(2)17(12-18(22)23)19(21)20(24)25-13-14-7-6-10-16(11-14)26-15-8-4-3-5-9-15/h3-12,17,19H,13H2,1-2H3	Nix ; (3-Phenoxyphenyl)methyl (+-)-cis,trans-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropanecarboxylate ; 3-(2,2-Dichloroethenyl)-2,2-dimethylcyclopropane carboxylic acid, (3-phenoxyphenyl) methyl ester ; Elimite ; Permethrin	http://www.wikidata.org/entity/Q411635
08987	etidocaine	CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C	InChI=1S/C17H28N2O/c1-6-12-19(8-3)15(7-2)17(20)18-16-13(4)10-9-11-14(16)5/h9-11,15H,6-8,12H2,1-5H3,(H,18,20)	(+-)-2-(ethylpropylamino)-2',6'-butyroxylidide ; (+-)-N-(2,6-dimethylphenyl)-2-(ethylpropylamino)butanamide	http://www.wikidata.org/entity/Q304782
00540	nortriptyline	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	InChI=1S/C19H21N/c1-20-14-6-11-19-17-9-4-2-7-15(17)12-13-16-8-3-5-10-18(16)19/h2-5,7-11,20H,6,12-14H2,1H3	10,11-dihydro-N-methyl-5H-dibenzo[a,d]cycloheptene-delta(5,gamma)-propylamine ; 10,11-dihydro-N-Methyl-5H-dibenzo[a,d]cycloheptene-delta(5,gamma)-propylamine ; 3-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-ylidene)-N-methyl-1-propanamine ; demethylamitriptyline ; desmethylamitriptyline	http://www.wikidata.org/entity/Q61387
00977	ethinylestradiol	CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O	InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/t16-,17-,18+,19+,20+/m1/s1	Alora ; Ethinyloestradiol ; Estring ; Estrogen ; (1S,10R,11S,14R,15S)-14-ethynyl-15-methyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-2,4,6-triene-5,14-diol ; 17 alpha-Ethinylestradiol ; 17 alpha-Ethynylestradiol ; 17 alpha-Ethynyloestradiol ; 17-ethinyl-3,17-estradiol ; 17-ethinyl-3,17-oestradiol ; 17-ethinylestradiol ; 17-Ethynylestradiol ; 17-Ethynylestradiol ram ; 17-Ethynyloestradiol ; 17a-Ethinyl-17b-estradiol ; 17a-Ethinylestradiol ; 17a-Ethynyl-17b-oestradiol ; 17a-Ethynylestradiol-l7b ; 17a-Ethynyloestradiol ; 17a-Ethynyloestradiol-17b ; 17alpha-Ethinyl estradiol ; 17α-ethynylestradiol ; Amenoron ; Anovlar ; Chee-O-Gen ; Chee-O-Genf ; Diognat-E ; Diogyn E ; Diogyn-E ; Dyloform ; Ertonyl ; Esclim ; Esteed ; Estigyn ; Estinyl ; Eston-E ; Estoral ; Estoral {[Orion]} ; Estorals ; Ethidol ; Ethinoral ; ethinyl estradiol ; Ethinyl Estradiol ; Ethinyl-Oestranol ; Ethinylestradiol ; Ethinylestradiolum ; Ethinylestriol ; ethinyloestradiol ; Ethynyl estradiol ; Ethynylestradiol ; Ethynyloestradiol ; Eticyclin ; Eticyclol ; Eticylol ; Etinestrol ; Etinestryl ; Etinilestradiol ; Etinoestryl ; Etistradiol ; Etivex ; Feminone ; Fempatch ; Follicoral ; Ginestrene ; Gynodiol ; Primogyn M ; Progynon C ; Progynon M ; Spanestrin ; Thiuram E ; Thiuranide ; Vagifem ; Ylestrol ; Gynolett ; Inestra ; Innofem ; Kolpolyn ; Linoral ; Lynoral ; Menolyn ; Menostar ; Neo-Estrone ; Nogest-S ; Novestrol ; Oradiol ; Orestralyn ; Orestrayln ; Ovex ; Palonyl ; Perovex ; Primogyn ; Primogyn C	http://www.wikidata.org/entity/Q415563
